site_id,location_id,brand,name,state,city,truck_parking_spaces,prior_disposition,bucket,db_id,evidence,reason
0393,6393,Petro,Petro Florence,SC,Florence,210,manual-review-merge,conflict,beb05d53-db50-49cb-8790-ec01b45c8187,"prior review: address identical, name differs (""Love's Travel Stop #420"") — confirm same business",CROSS-BRAND MISLABEL — the production row at this site's address carries another brand's name. Correction proposed separately with exact-ID guards; nothing executed.
0395,5026,Petro,Petro Kenly,NC,Kenly,350,manual-review-merge,safe-enrichment,0a0c7a0d-2fb0-4201-a93f-b934e2617b5b,site_id->prior-review-exact-production-id+row-name-cites-site-number+address-identical+coordinate_107m,existing row is missing parking_spaces; blank-only fill prepared from the official master
0398,6398,Petro,Petro Albert Lea,MN,Albert Lea,300,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0399,6399,Petro,Petro Johnson's Corner,CO,Johnstown,110,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0402,6402,Petro,Petro Wilmington,IL,Wilmington,229,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0403,6403,Petro,Petro Portage,WI,Portage,300,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0418,6418,TA Express,TA Express Statesboro,GA,Register,125,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0422,6422,TA,TA Ash Fork,AZ,Ash Fork,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0426,6426,TA,TA Sweetwater,TX,Sweetwater,110,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0427,6427,Petro,Petro Raphine,VA,Raphine,725,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0428,6428,TA,TA Lexington,VA,Lexington,250,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0430,6430,TA Express,TA Express Olancha,CA,Olancha,70,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0431,6431,TA Express,TA Express Osseo,WI,Osseo,60,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0433,6433,TA Express,TA Express Riverton,IL,Riverton,44,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0435,6435,TA Express,TA Express Thomson,GA,Thomson,100,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0437,6437,TA Express,TA Express Ronks,PA,Ronks,41,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0442,6442,TA Express,TA Express Huntsville,TX,Huntsville,50,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0443,6443,TA Express,TA Express Eagleville,MO,Eagleville,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0444,6444,TA Express,TA Express Dale,IN,Dale,130,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0445,6445,TA Express,TA Express Pleasanton,TX,Pleasanton,75,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0448,6448,TA Express,TA Express Jonesboro,AR,Jonesboro,90,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0449,6449,TA Express,TA Express Belton,TX,Belton,64,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0450,6450,TA Express,TA Express Norwood,MO,Norwood,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0451,6451,TA Express,TA Express Tonkawa,OK,Tonkawa,32,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0456,6456,TA Express,TA Express Decatur,TX,Decatur,77,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0458,6458,TA Express,TA Express Wendover,NV,West Wendover,153,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0459,6459,TA Express,TA Express Littlefield,AZ,Littlefield,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0460,6460,Petro,Petro Oak Grove,MO,Oak Grove,305,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0461,6461,TA,TA Cuba,MO,Cuba,412,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0465,6465,TA Express,TA Express Fair Play,SC,Fair Play,52,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0468,6468,TA,TA Smiths Grove,KY,Smiths Grove,120,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0469,6469,TA,TA Springer,NM,Springer,100,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0471,6471,TA,TA Glenrio,NM,Glenrio,175,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0476,6476,TA,TA Breezewood,PA,Breezewood,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0477,6477,TA,TA Cowpens,SC,Cowpens,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0478,6478,TA Express,TA Express Kansas City,KS,Kansas City,28,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0479,6479,TA Express,TA Express Laplace,LA,Laplace,117,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0480,6480,TA Express,TA Express St. Rose,LA,St. Rose,55,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0481,6481,Goasis,Goasis Breezewood,PA,Breezewood,0,other-pending-category,held,,,brand Goasis is held — separate and untouched unless explicitly authorized; never imported (prior disposition: other-pending-category)
0482,6482,TA,TA Coburg,OR,Coburg,100,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0483,6483,Goasis,Goasis Coburg Crossing,OR,Coburg,0,other-pending-category,held,,,brand Goasis is held — separate and untouched unless explicitly authorized; never imported (prior disposition: other-pending-category)
0485,6485,Petro,Petro Dodge City,AL,Hanceville,322,manual-review-merge,safe-enrichment,25721d01-d3ed-4da5-a9cc-448fd166e75b,site_id->prior-review-exact-production-id+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0486,6486,TA Express,TA Express Stony Creek,VA,Stony Creek,80,manual-review-merge,safe-enrichment,ebb8ad22-3283-4fc6-9918-66a8ef8ef9dd,site_id->prior-review-exact-production-id+street-number-agrees+coordinate_61m,existing row is missing parking_spaces; blank-only fill prepared from the official master
0487,null,Goasis,Goasis Stony Creek,VA,Stony Creek,0,other-pending-category,held,,,brand Goasis is held — separate and untouched unless explicitly authorized; never imported (prior disposition: other-pending-category)
0488,6488,TA Express,TA Express Warfield,VA,Warfield,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0489,6489,Thorntons,Thorntons Romeoville,IL,Romeoville,0,other-pending-category,held,,,brand Thorntons is held — separate and untouched unless explicitly authorized; never imported (prior disposition: other-pending-category)
0490,6490,Thorntons,Thorntons Cicero,IL,Cicero,0,other-pending-category,held,,,brand Thorntons is held — separate and untouched unless explicitly authorized; never imported (prior disposition: other-pending-category)
0491,6491,Petro,Petro Racine,WI,Sturtevant,158,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0502,6502,TA Express,TA Express Holland,IA,Holland,92,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0505,6505,Petro,Petro Shorter,AL,Shorter,53,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0506,6506,Petro,Petro Jackson,MS,Jackson,194,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0507,6507,TA,TA Columbia North,SC,Columbia,78,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0508,6508,TA,TA Fultonville,NY,Fultonville,121,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0510,6510,TA Express,TA Express North Houston,TX,Houston,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0512,6512,TA Express,TA Express Fort Wayne,IN,Fort Wayne,215,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0513,6513,TA,TA Jackson,OH,Jackson,110,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0515,6515,TA Express,TA Express Junction,TX,Junction,70,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0518,6518,TA Express,TA Express Kingsville,TX,Kingsville,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0519,6519,TA,TA Fillmore,UT,Fillmore,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0520,6520,TA Express,TA Express Rock Springs,WY,Rock Springs,65,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0524,6524,TA,TA Concordia,MO,Concordia,146,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0525,6525,TA,TA Rogers,MN,Rogers,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0526,6526,TA,TA Hudson,WI,Hudson,86,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0527,6527,TA,TA Florence,SC,Florence,77,manual-review-merge,safe-enrichment,8bf6630b-8c97-45c5-b219-f6b2e21d760a,site_id->prior-review-exact-production-id+street-number-agrees,existing row is missing parking_spaces; blank-only fill prepared from the official master
0528,6528,TA,TA Bridgeport,MI,Bridgeport,70,manual-review-merge,safe-enrichment,eb48d156-9ad9-4fa3-b8eb-cfc7b29a49a4,site_id->prior-review-exact-production-id+address-identical,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0529,6529,TA,TA Paulsboro,NJ,Paulsboro,175,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0530,6530,TA,TA Tekonsha,MI,Tekonsha,85,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0531,6531,TA,TA Missoula,MT,Missoula,130,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0532,6532,TA,TA Lincoln,AL,Lincoln,45,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0533,6533,Petro,Petro North Hillsboro,TX,Hillsboro,91,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0534,6534,Petro,Petro Egan,LA,Egan,127,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0535,6535,Petro,Petro Angola,IN,Fremont,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0536,6536,Petro,Petro Salina,KS,Salina,75,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0537,6537,Petro,Petro Gaston,IN,Gaston,150,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0538,6538,Petro,Petro Pearsall,TX,Pearsall,175,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0539,6539,TA,TA Montgomery,AL,Montgomery,125,manual-review-merge,safe-enrichment,2937ca5e-063c-4ac7-b4c4-0e7da286f488,site_id->prior-review-exact-production-id+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0543,6543,TA,TA Lake Station,IN,Lake Station,252,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0544,6544,TA,TA Franklin,TN,Franklin,74,manual-review-merge,safe-enrichment,d19be5c3-65f2-471d-9281-0cfeeaa8ceb0,site_id->prior-review-exact-production-id+address-identical,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0554,6554,TA,TA Jane Lew,WV,Jane Lew,75,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0555,6555,TA Express,TA Express Niagara Falls,NY,Niagara Falls,60,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0556,6556,TA Express,TA Express Medley,FL,Medley,58,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0567,6567,TA Express,TA Express Grambling,LA,Grambling,31,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0648,13648,TA Express,TA Express Brush,CO,Brush,15,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0649,13649,TA Express,TA Express Walsenburg,CO,Walsenburg,35,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0701,6701,Goasis,Goasis Ashland,OH,Ashland,0,other-pending-category,held,,,brand Goasis is held — separate and untouched unless explicitly authorized; never imported (prior disposition: other-pending-category)
0917,6917,TA Express,TA Express Blaine,WA,Blaine,34,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0919,6919,TA,TA Madera,CA,Madera,78,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0924,6924,TA,TA Mt. Vernon,MO,Mt Vernon,250,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0925,6925,TA,TA McComb,MS,McComb,115,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0926,6926,TA Express,TA Express Mooreville,MS,Mooreville,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0929,6929,TA Express,TA Express Lamar,CO,Lamar,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0930,6930,TA Express,TA Express South Coffeyville,OK,South Coffeyville,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0932,6932,TA,TA Garden City,KS,Garden City,150,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0933,6933,TA,TA Pueblo,CO,Pueblo,210,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0939,6939,TA Express,TA Express Hosston,LA,Hosston,50,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0940,6940,TA Express,TA Express Dubois,ID,Dubois,30,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0941,6941,TA Express,TA Express Holstein,IA,Holstein,39,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0943,6943,TA Express,TA Express Fairview,KS,Fairview,67,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0945,6945,TA,"TA Vernon, TX",TX,Vernon,76,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0946,6946,TA Express,TA Express Minden,LA,Minden,51,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0947,6947,TA Express,TA Express Birmingham,AL,Birmingham,85,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0948,6948,TA Express,TA Express Grand Forks,ND,Grand Forks,65,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0949,6949,TA Express,TA Express Williston,ND,Williston,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0951,6951,TA,TA Grandview,WA,Grandview,100,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0954,6954,TA,TA Atkins,AR,Atkins,150,manual-review-merge,safe-enrichment,366ea2a6-4116-4ce3-bc64-01fdac0dcb60,site_id->prior-review-exact-production-id+address-identical,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0958,6958,TA,TA Williams,IA,Williams,125,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0962,6962,TA Express,TA Express Hazleton,PA,Hazleton,50,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0963,6963,TA Express,TA Express Pine Grove,PA,Pine Grove,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0966,6966,TA Express,TA Express Savanna,OK,Savanna,60,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0967,6967,TA Express,TA Express Palmyra,MO,Palmyra,40,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0968,6968,Petro,Petro Henderson,NV,Henderson,100,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0969,6969,TA Express,TA Express Henderson,NV,Henderson,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0974,6974,TA,TA Mineral Wells,WV,Mineral Wells,104,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0975,6975,TA Express,TA Express Carlin,NV,Carlin,50,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0976,6976,TA Express,TA Express Hutchinson,KS,South Hutchinson,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0977,6977,TA Express,TA Express Mankato,MN,Mankato,75,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0978,6978,TA Express,TA Express Houston,TX,Houston,70,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
